 #  |            identifier             |typ|     coord1 (ICRS,J2000/2000)      |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|-----------------------------------|---------|---------|---------|---------|---------|---------------|----|----
1269|OGLE BLG-T2CEP-861                 |WV*|270.1302219071600 -31.4427895807800|     ~   |     ~   |18.692   |     ~   |16.510   |~              |   5|   0
1270|[DHG2019] 1006                     |WV*|267.06079 -29.00183                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1271|ZTF J195141.90+150054.7            |WV*|297.92459 +15.01521                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1272|CRTS J190630.3-382619              |WV*|286.6262309889942 -38.4383520913680|     ~   |15.991   |14.948   |14.685   |     ~   |~              |   1|   0
1273|ZTF J193931.15+240226.8            |WV*|294.87981 +24.04078                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1274|V* TZ Ser                          |WV*|265.3148794449199 -13.5373984789600|     ~   |     ~   |     ~   |     ~   |11.385   |~              |   8|   0
1275|CRTS J152411.1-243227              |WV*|231.0468884383616 -24.5407295233931|     ~   |14.836   |14.300   |14.309   |     ~   |~              |   1|   0
1276|[DHG2019] 752                      |WV*|262.14688 -33.44642                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1277|CRTS J195825.3-390755              |WV*|299.6058407498465 -39.1321550986306|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1278|[DHG2019] 601                      |WV*|259.24854 -36.53114                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1279|OGLE BLG-T2CEP-800                 |WV*|268.2673585379000 -28.6921689033100|     ~   |     ~   |19.742   |     ~   |16.515   |~              |   5|   0
1280|V* QQ Per                          |WV*|043.6683211165700 +51.8246317968700|     ~   |14.433   |13.577   |13.556   |     ~   |~              |  32|   0
1281|[DHG2019] 1044                     |WV*|267.59800 -28.07881                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1282|GAPO 132                           |WV*|010.21508759000 +40.70306716000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   4|   0
1283|OGLE BLG-T2CEP-1336                |WV*|284.7226216379516 -16.7573192654092|     ~   |     ~   |     ~   |     ~   |14.699   |~              |   1|   0
1284|V* DQ Oph                          |WV*|254.4445390581600 -30.0765042636000|     ~   |13.92    |12.79    |12.97    |12.002   |~              |   3|   0
1285|[DHG2019] 906                      |WV*|265.38375 -28.87022                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1286|PSO J009.9214+40.6614              |WV*|009.92137234000 +40.66140805000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1287|ATO J280.7431+04.2640              |WV*|280.74315 +04.26401                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1288|[DHG2019] 331                      |WV*|242.83208 -48.83219                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1289|[DHG2019] 570                      |WV*|257.64154 -42.41297                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1290|[DHG2019] 977                      |WV*|266.53050 -30.12539                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1291|CRTS J190655.5-580237              |WV*|286.73125 -58.04383                |     ~   |     ~   |13.92    |     ~   |     ~   |~              |   1|   0
1292|[DHG2019] 428                      |WV*|250.20033 -46.92133                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1293|OGLE BLG-T2CEP-1274                |WV*|271.9345909410342 -42.7750228233222|     ~   |     ~   |     ~   |     ~   |12.86    |~              |   1|   0
1294|OGLE BLG-T2CEP-788                 |WV*|268.0636240206400 -28.3359460642800|     ~   |     ~   |21.648   |     ~   |16.268   |~              |   5|   0
1295|CRTS J002244.5+334932              |WV*|005.6857759578100 +33.8259717546300|     ~   |     ~   |15.82    |     ~   |     ~   |~              |   5|   0
1296|[BCM2019] b333 36 64105            |WV*|265.552754 -29.476589              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1297|OGLE BLG-T2CEP-820                 |WV*|268.8149495551300 -28.9362155146900|     ~   |     ~   |19.316   |     ~   |16.141   |~              |   6|   0
1298|PSO J010.0433+41.3656              |WV*|010.04329902000 +41.36557575000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1299|TYC 6870-985-1                     |WV*|279.1273477138900 -29.2845708095300|     ~   |12.71    |12.18    |     ~   |     ~   |~              |   0|   0
1300|[DHG2019] 877                      |WV*|264.93608 -31.41992                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1301|[DHG2019] 1036                     |WV*|267.50717 -28.96611                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1302|ZTF J225944.03+675721.1            |WV*|344.9335036792496 +67.9558679261858|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1303|[GUB2008] bul214.2 135             |WV*|269.39633 -28.43656                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1304|OGLE GD-T2CEP-112                  |WV*|249.2417397847100 -42.8649303220000|     ~   |     ~   |20.346   |     ~   |16.162   |~              |   2|   0
1305|[DHG2019] 983                      |WV*|266.60612 -30.79614                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1306|[DHG2019] 796                      |WV*|263.26033 -32.13467                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1307|OGLE BLG-T2CEP-537                 |WV*|264.6602203946500 -28.1915384302500|     ~   |     ~   |20.388   |     ~   |17.267   |~              |   5|   0
1308|ATO J287.7562+19.0411              |WV*|287.7562319005000 +19.0411636841200|     ~   |     ~   |     ~   |     ~   |14.263   |~              |   4|   0
1309|OGLE LMC124.8 5103                 |WV*|074.7756164116892 -67.7568436674147|     ~   |18.928   |18.469   |     ~   |18.036   |~              |   9|   0
1310|CRTS J191910.5-414050              |WV*|289.7935036866283 -41.6809242396158|     ~   |     ~   |12.965   |12.689   |     ~   |~              |   1|   0
1311|OGLE LMC130.1 160                  |WV*|074.8956720592000 -71.2586622518100|     ~   |     ~   |16.580   |     ~   |15.884   |~              |  11|   0
1312|V* V741 Sgr                        |WV*|275.1919001263999 -29.8129822794200|     ~   |13.02    |     ~   |     ~   |10.912   |~              |  11|   0
1313|CRTS J112535.2-041857              |WV*|171.3967992304467 -04.3159624001614|     ~   |     ~   |16.43    |     ~   |     ~   |~              |   4|   0
1314|[DHG2019] 933                      |WV*|265.70396 -28.61969                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1315|EV* M31 V0064                      |WV*|009.54050 +39.80450                |     ~   |     ~   |22.40    |     ~   |     ~   |~              |   2|   0
1316|[FRS2006] WeCAPP V17817            |WV*|010.7094638294025 +41.3175887335569|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1317|[MAP97] 18                         |WV*|010.4374655394000 +40.8151254322900|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1318|PSO J011.1838+41.6827              |WV*|011.1838529774100 +41.6827883932100|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1319|SV* DV 96                          |WV*|077.9557429532800 -70.5697801772700|     ~   |     ~   |16.606   |     ~   |15.643   |~              |  12|   0
1320|OGLE BLG-T2CEP-1107                |WV*|255.5958362069400 -33.3176919151900|     ~   |     ~   |     ~   |     ~   |15.509   |~              |   3|   0
1321|Gaia DR3 2165426303376658048       |WV*|316.2799962246483 +47.9788834989997|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1322|Gaia DR3 5596993748557914624       |WV*|120.1898453400704 -30.5617828688575|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1323|OGLE GD2035.06.11099               |WV*|166.4564605724800 -65.7268445871200|     ~   |     ~   |14.383   |     ~   |12.916   |~              |   4|   0
1324|ATO J284.5719+11.9423              |WV*|284.5719532197642 +11.9423591099206|     ~   |     ~   |     ~   |14.628   |13.221   |~              |   3|   0
1325|[BCM2019] b333 53 42782            |WV*|265.831810 -29.706374              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1326|OGLE LMC-SC6 405078                |WV*|080.52412 -69.67347                |     ~   |19.084   |18.482   |     ~   |17.684   |~              |  10|   0
1327|Cl* NGC 6402 SAW V1                |WV*|264.4057865055883 -03.2331673801094|     ~   |15.563   |14.289   |     ~   |12.685   |~              |   5|   0
1328|OGLE GD-T2CEP-106                  |WV*|247.4887723477600 -51.7748801941600|     ~   |     ~   |17.553   |     ~   |15.785   |~              |   2|   0
1329|V* V5573 Sgr                       |WV*|294.7773496111500 -20.8205829010300|     ~   |12.49    |12.43    |     ~   |     ~   |~              |   5|   0
1330|OGLE GD-T2CEP-37                   |WV*|184.8898491277400 -62.4300710874000|     ~   |     ~   |16.338   |     ~   |15.040   |~              |   2|   0
1331|OGLE BLG-T2CEP-1213                |WV*|264.7088496822391 -20.7125775724772|     ~   |     ~   |     ~   |     ~   |15.488   |~              |   1|   0
1332|OGLE LMC168.5 70191                |WV*|082.9434235644800 -68.9788903077100|     ~   |     ~   |17.209   |     ~   |16.726   |~              |   9|   0
1333|OGLE SMC-T2CEP-45                  |WV*|009.5593798843900 -71.6732566707800|     ~   |     ~   |18.644   |     ~   |18.114   |~              |   3|   0
1334|V* WY Sco                          |WV*|248.3350374691600 -26.1874763071700|     ~   |     ~   |12.07    |     ~   |     ~   |~              |  13|   0
1335|EV* M31 V0678                      |WV*|010.43475 +40.96681                |     ~   |     ~   |21.90    |     ~   |     ~   |~              |   2|   0
1336|[BCM2019] b333 64 67790            |WV*|266.226635 -29.950598              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1337|V* Z Aps                           |WV*|211.7284234918800 -71.3713114281400|     ~   |12.11    |11.07    |     ~   |     ~   |~              |  13|   0
1338|Gaia DR2 6130597874068100992       |WV*|180.2543848439700 -49.1678660909200|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1339|OGLE BLG-T2CEP-1308                |WV*|277.3166448540600 -13.8632620349100|     ~   |     ~   |     ~   |     ~   |15.282   |~              |   3|   0
1340|OGLE BLG-T2CEP-1207                |WV*|264.22633 -39.91681                |     ~   |     ~   |     ~   |     ~   |13.34    |~              |   1|   0
1341|[DHG2019] 553                      |WV*|256.91717 -42.72244                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1342|ATO J016.7258+51.0259              |WV*|016.7258712195408 +51.0259112804433|     ~   |16.408   |14.938   |14.559   |     ~   |~              |   2|   0
1343|CRTS J151008.5-155224              |WV*|227.53558 -15.87356                |     ~   |     ~   |17.36    |     ~   |     ~   |~              |   1|   0
1344|OGLE LMC566.21.005061              |WV*|094.2419849700300 -71.5151562325500|     ~   |     ~   |17.204   |     ~   |16.263   |~              |   3|   0
1345|Gaia DR3 4050329875830986752       |WV*|271.9243168784554 -29.3740077320094|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1346|[DHG2019] 1146                     |WV*|269.32067 -21.16983                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1347|CRTS J042001.7+171645              |WV*|065.0074836864100 +17.2793984726500|     ~   |     ~   |16.28    |     ~   |     ~   |~              |   9|   0
1348|OGLE BLG-T2CEP-1317                |WV*|278.1684651230671 -34.7392040903911|     ~   |     ~   |     ~   |     ~   |12.207   |~              |   1|   0
1349|OGLE SMC-CEP-4608                  |WV*|020.5308466138100 -71.5299660302600|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   6|   0
1350|OGLE GD-T2CEP-298                  |WV*|284.5466634722741 +09.3558582074456|     ~   |     ~   |     ~   |     ~   |16.211   |~              |   2|   0
1351|OGLE BLG-T2CEP-908                 |WV*|273.4153475852900 -23.6487778088700|     ~   |     ~   |16.396   |     ~   |14.507   |~              |   5|   0
1352|CRTS J060833.6-062950              |WV*|092.14053 -06.49724                |     ~   |     ~   |16.88    |     ~   |     ~   |~              |   2|   0
1353|OGLE LMC-T2CEP-8                   |WV*|072.7284590768500 -69.8443596355500|     ~   |     ~   |18.585   |     ~   |17.842   |~              |   9|   1
1354|[DHG2019] 1122                     |WV*|268.73287 -24.96225                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1355|Cl* NGC 6341 SAW V7                |WV*|259.2817188021000 +43.1226058212900|     ~   |     ~   |     ~   |14.49    |     ~   |~              |  17|   0
1356|ATO J284.4037+20.3136              |WV*|284.4036817692742 +20.3136299306514|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1357|OGLE LMC514.05.008258              |WV*|083.2245589799100 -72.8398360705800|     ~   |     ~   |18.507   |     ~   |17.804   |~              |   3|   0
1358|OGLE BLG-T2CEP-491                 |WV*|264.0373483819500 -28.1761310977600|     ~   |     ~   |21.192   |     ~   |17.678   |~              |   5|   0
1359|PSO J010.4924+41.8999              |WV*|010.49241928000 +41.89989532000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1360|PSO J010.3441+41.5355              |WV*|010.3440982989700 +41.5355044227900|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1361|OGLE BLG-T2CEP-61                  |WV*|267.1080845503399 -33.2870537110300|     ~   |     ~   |18.281   |     ~   |16.291   |~              |   7|   0
1362|OGLE LMC520.06.000084              |WV*|081.7437870059200 -65.5709757919700|     ~   |     ~   |17.060   |     ~   |16.131   |~              |   4|   0
1363|[DHG2019] 1224                     |WV*|270.85946 -20.40164                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1364|[BCM2019] b333 513 61860           |WV*|265.981134 -28.523424              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1365|OGLE GD-T2CEP-116                  |WV*|250.1556987013300 -51.3211924318300|     ~   |     ~   |15.322   |     ~   |13.695   |~              |   4|   0
1366|[DHG2019] 746                      |WV*|262.07087 -36.60203                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1367|OGLE BLG-T2CEP-475                 |WV*|263.9126820524000 -29.3589730711500|     ~   |     ~   |19.723   |     ~   |15.964   |~              |   6|   0
1368|OGLE GD-T2CEP-102                  |WV*|246.2586670166100 -43.6832479084700|     ~   |     ~   |17.414   |     ~   |15.413   |~              |   2|   0
1369|OGLE GD-T2CEP-23                   |WV*|160.7727817452200 -64.1551424375600|     ~   |     ~   |16.374   |     ~   |15.363   |~              |   4|   0
1370|OGLE BLG-T2CEP-750                 |WV*|267.5380539141499 -28.7175540603700|     ~   |     ~   |     ~   |     ~   |17.899   |~              |   5|   0
1371|OGLE BLG-T2CEP-1025                |WV*|269.8151408313900 -18.5223175194700|     ~   |     ~   |     ~   |     ~   |12.995   |~              |   2|   0
1372|OGLE BLG-T2CEP-891                 |WV*|272.2699555255600 -23.5246277210000|     ~   |     ~   |20.661   |     ~   |16.977   |~              |   5|   0
1373|CRTS J072625.9+372728              |WV*|111.6085179610179 +37.4579277256883|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1374|OGLE BLG-T2CEP-887                 |WV*|271.7843187588400 -22.6793089289500|     ~   |     ~   |19.619   |     ~   |17.067   |~              |   5|   0
1375|OGLE BLG-T2CEP-778                 |WV*|267.9005163538300 -28.1108083501300|     ~   |     ~   |     ~   |     ~   |17.115   |~              |   6|   0
1376|OGLE BLG761.6 399                  |WV*|270.5412959384299 -23.0741720347000|     ~   |     ~   |     ~   |     ~   |17.058   |~              |   5|   0
1377|Gaia DR3 4689083837363463808       |WV*|014.1020535513900 -71.9065387126000|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1378|[MFK2013] 9                        |WV*|266.307666 -28.745670              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1379|SV* HV 5598                        |WV*|076.9122813059800 -68.3350025128500|17.881   |17.101   |16.415   |16.040   |15.547   |~              |  18|   0
1380|OGLE BLG-T2CEP-315                 |WV*|272.2473532368800 -29.6185622268500|     ~   |     ~   |15.941   |     ~   |14.687   |~              |   6|   0
1381|NGC 6656 11                        |WV*|279.0946366912709 -23.9025413345992|     ~   |     ~   |     ~   |     ~   |     ~   |A8             |  11|   0
1382|OGLE LMC-T2CEP-228                 |WV*|077.07979 -77.95553                |     ~   |     ~   |18.357   |     ~   |17.825   |~              |   1|   0
1383|[DHG2019] 466                      |WV*|252.48604 -47.75447                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1384|OGLE BLG-T2CEP-1136                |WV*|257.5918747703550 -30.7347472863481|     ~   |     ~   |     ~   |     ~   |13.251   |~              |   1|   0
1385|[DHG2019] 298                      |WV*|239.48046 -54.55567                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1386|OGLE BLG-T2CEP-530                 |WV*|264.5178052633099 -29.9122778484600|     ~   |     ~   |     ~   |     ~   |18.159   |~              |   5|   0
1387|OGLE BLG-T2CEP-1072                |WV*|279.4762786051500 -18.5159815505700|     ~   |     ~   |     ~   |14.549   |13.479   |~              |   3|   0
1388|OGLE BLG-T2CEP-598                 |WV*|265.3236023136100 -25.6782004041700|     ~   |     ~   |18.749   |     ~   |16.309   |~              |   5|   0
1389|OGLE GD-T2CEP-24                   |WV*|161.0880873544000 -60.6671958146500|     ~   |     ~   |18.551   |     ~   |15.693   |~              |   2|   0
1390|CRTS J072654.4+312317              |WV*|111.72683 +31.38822                |     ~   |     ~   |16.83    |     ~   |     ~   |~              |   2|   0
1391|ZTF J190841.51-014951.0            |WV*|287.17297 -01.83084                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1392|[DHG2019] 209                      |WV*|230.79554 -57.86903                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1393|OGLE SMC-T2CEP-3                   |WV*|009.2847596276600 -73.7180491553900|     ~   |     ~   |18.373   |     ~   |17.572   |~              |   9|   0
1394|OGLE BLG-T2CEP-997                 |WV*|261.8816906294300 -41.7011953334200|     ~   |     ~   |     ~   |     ~   |13.450   |~              |   2|   0
1395|OGLE SMC-T2CEP-28                  |WV*|014.38263 -73.53644                |     ~   |     ~   |15.907   |     ~   |15.031   |~              |   9|   0
1396|OGLE BLG-T2CEP-524                 |WV*|264.4756675947099 -33.8244420938800|     ~   |     ~   |20.917   |     ~   |17.220   |~              |   5|   0
1397|PSO J009.6715+40.6502              |WV*|009.6714330263900 +40.6501158239600|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1398|[DHG2019] 1155                     |WV*|269.53592 -24.59864                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1399|Cl* NGC 6205 SAW V6                |WV*|250.4498980760200 +36.4860409719500|     ~   |14.63    |14.08    |     ~   |     ~   |F2             |  29|   0
1400|[DHG2019] 1201                     |WV*|270.29496 -22.75139                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1401|[DHG2019] 1174                     |WV*|269.80767 -20.70611                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1402|OGLE LMC-T2CEP-267                 |WV*|084.96171 -67.47456                |     ~   |     ~   |18.701   |     ~   |18.349   |~              |   2|   0
1403|OGLE BLG-T2CEP-157                 |WV*|268.4085816000145 -29.2578037613481|     ~   |     ~   |17.702   |     ~   |15.466   |~              |   7|   0
1404|OGLE LMC-SC18 185847               |WV*|085.5792742732500 -70.4022206236100|     ~   |     ~   |     ~   |16.89    |16.326   |~              |  13|   0
1405|OGLE LMC100.4 30495                |WV*|080.1853308441800 -69.0301252335900|     ~   |     ~   |16.999   |     ~   |15.932   |~              |  10|   0
1406|OGLE BLG-T2CEP-890                 |WV*|272.1370410930200 -27.4449530484800|     ~   |     ~   |14.779   |     ~   |13.299   |~              |   6|   0
1407|[BCM2019] b333 513 96016           |WV*|266.000967 -28.621126              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1408|ZTF J192555.93+215931.0            |WV*|291.48307 +21.99195                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1409|[DHG2019] 133                      |WV*|219.47279 -60.77586                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1410|[BCM2019] b333 112 78084           |WV*|266.576595 -29.474860              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1411|OGLE GD-T2CEP-229                  |WV*|221.78950 -60.74217                |     ~   |     ~   |     ~   |     ~   |17.178   |~              |   2|   0
1412|PSO J010.0117+40.6448              |WV*|010.01162189000 +40.64485373000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1413|OGLE LMC184.8 990                  |WV*|085.7667753662100 -70.0259854798400|     ~   |     ~   |17.805   |     ~   |16.744   |~              |   9|   0
1414|ATO J301.5620+20.7362              |WV*|301.5620568828900 +20.7362036597700|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   5|   0
1415|OGLE LMC-T2CEP-17                  |WV*|074.0667572426700 -68.2711896410500|     ~   |     ~   |16.968   |     ~   |15.986   |~              |  11|   0
1416|OGLE BLG-T2CEP-775                 |WV*|267.8374537654299 -31.2957017946500|     ~   |     ~   |19.747   |     ~   |16.549   |~              |   6|   0
1417|OGLE BLG-T2CEP-66                  |WV*|267.2700251425105 -30.0556656491803|     ~   |     ~   |21.594   |     ~   |16.422   |~              |   7|   0
1418|Gaia DR3 4153838969920979968       |WV*|273.5674483842705 -11.8090580457619|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1419|OGLE BLG-T2CEP-666                 |WV*|266.1998802923500 -26.9630157572700|     ~   |     ~   |     ~   |     ~   |17.908   |~              |   5|   0
1420|CRTS J170401.3+224219              |WV*|256.00582 +22.70511                |     ~   |     ~   |16.39    |     ~   |     ~   |~              |   2|   0
1421|ATO J258.1024-22.8109              |WV*|258.1024936312888 -22.8109724319064|     ~   |16.719   |15.300   |14.857   |     ~   |~              |   1|   0
1422|V* VX Cap                          |WV*|316.5937837831400 -18.8277720351900|     ~   |13.80    |14.78    |     ~   |     ~   |~              |  22|   0
1423|[DHG2019] 1017                     |WV*|267.18271 -30.21525                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1424|PSO J011.2361+41.1688              |WV*|011.2361508355300 +41.1688149457300|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1425|[FRS2006] WeCAPP V22014            |WV*|010.755708 +41.372639              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1426|ASAS J092701+1412.1                |WV*|141.7538173405600 +14.2028265041800|     ~   |13.906   |13.488   |13.800   |     ~   |~              |   7|   0
1427|ATO J302.6544+06.1125              |WV*|302.6544528267900 +06.1126093927800|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   4|   0
1428|[BCM2019] b333 410 7849            |WV*|265.780124 -28.954681              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1429|[BCM2019] b333 66 67218            |WV*|265.934177 -29.304226              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1430|[DHG2019] 854                      |WV*|264.56254 -32.89533                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1431|OGLE BLG-T2CEP-1045                |WV*|274.0842249585300 -19.5479209275100|     ~   |     ~   |     ~   |     ~   |17.922   |~              |   2|   0
1432|ATO J268.2368-14.8439              |WV*|268.2368423365499 -14.8439202671600|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
1433|[DHG2019] 172                      |WV*|225.58317 -56.94111                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1434|OGLE BLG-T2CEP-946                 |WV*|256.8577407635100 -34.4892807715900|     ~   |     ~   |     ~   |     ~   |13.675   |~              |   2|   0
1435|[DHG2019] 880                      |WV*|265.03983 -29.67583                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1436|OGLE GD-T2CEP-99                   |WV*|245.81962 -53.44361                |     ~   |     ~   |17.082   |     ~   |15.440   |~              |   2|   0
1437|OGLE BLG-T2CEP-780                 |WV*|267.9020052368200 -30.4926220138500|     ~   |     ~   |19.660   |     ~   |15.721   |~              |   5|   0
1438|PSO J009.8282+40.8777              |WV*|009.8282781638300 +40.8777522735400|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1439|V* CE Oph                          |WV*|253.4101746253600 -26.2839674917700|     ~   |     ~   |     ~   |     ~   |11.697   |~              |   5|   0
1440|OGLE BLG708.18 497                 |WV*|283.7621139402300 -30.4543221768800|     ~   |17.73    |17.34    |     ~   |16.72    |~              |   6|   0
1441|ZTF J205550.31+323534.5            |WV*|313.9596712518900 +32.5929611125100|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
1442|ZTF J184521.93+102310.9            |WV*|281.3414241402000 +10.3863892032400|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
1443|PSO J010.5861+40.5429              |WV*|010.5860783028400 +40.5428984508000|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1444|CRTS J145504.2-340849              |WV*|223.7679700012183 -34.1475464037483|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1445|OGLE BLG-T2CEP-998                 |WV*|262.3424100459800 -44.4782816119600|     ~   |     ~   |     ~   |     ~   |17.204   |~              |   1|   0
1446|Gaia DR3 5881201458360433792       |WV*|225.4740158339038 -56.5212289206436|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1447|OGLE BLG-T2CEP-1240                |WV*|267.1390389061970 -39.0341767198758|     ~   |     ~   |     ~   |     ~   |14.942   |~              |   1|   0
1448|CRTS J113805.1-425451              |WV*|174.5208371905171 -42.9142281449436|     ~   |14.613   |13.197   |12.894   |     ~   |~              |   4|   0
1449|OGLE LMC-SC2 310497                |WV*|082.9677430813100 -69.5073268511200|     ~   |18.732   |18.194   |     ~   |17.442   |~              |  12|   0
1450|ATO J292.3935+12.3358              |WV*|292.3935976773504 +12.3358298782358|     ~   |     ~   |     ~   |15.427   |     ~   |~              |   2|   0
1451|[DHG2019] 1180                     |WV*|269.90687 -20.50117                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1452|[FRS2006] WeCAPP V09506            |WV*|010.822958 +41.245694              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1453|V* V375 Lup                        |WV*|232.1369176473400 -30.8638065533500|     ~   |     ~   |12.70    |     ~   |     ~   |~              |   3|   0
1454|[FRS2006] WeCAPP V15237            |WV*|010.733333 +41.293556              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1455|OGLE LMC-T2CEP-242                 |WV*|080.80587 -73.18681                |     ~   |     ~   |18.748   |     ~   |17.986   |~              |   2|   0
1456|[BCM2019] b333 18 53133            |WV*|266.269415 -29.833394              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1457|2MASS J17543467-2649198            |WV*|268.644492 -26.822189              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1458|[BCM2019] b333 511 15832           |WV*|266.205105 -29.075296              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1459|V* V1822 Sgr                       |WV*|272.1779178802200 -30.6555266493200|     ~   |     ~   |14.263   |     ~   |12.851   |~              |  10|   0
1460|OGLE BLG-T2CEP-461                 |WV*|263.7130193551200 -30.8388930084300|     ~   |     ~   |     ~   |     ~   |16.845   |~              |   6|   0
1461|Gaia DR3 369144643728385152        |WV*|010.3249719159871 +40.7083925332361|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1462|V* V721 Sgr                        |WV*|274.5493267792500 -35.5620396506200|     ~   |     ~   |     ~   |11.87    |11.104   |~              |   5|   1
